caller_id,recipient_id,date,time,duration,tower_id,prefecture,hour
88CD40YL,RJWIR8DL,2020-02-21,08:26:14,108,tower70,OGOU,8
ZGDN1K5V,XAJI0Y6D,2020-02-21,08:29:34,54,tower11,AGOU,8
FQ1Z0P2T,N74H5WB8,2020-02-21,09:09:04,109,tower85,TCHAOUDJO,9
ZGDN1K5V,S38K1ZXD,2020-02-21,09:10:26,79,tower46,KLOTO,9
QPB1YYRY,YWUR3EKV,2020-02-21,09:18:22,85,tower16,ANIE,9
UTP1PFWB,VF8PQW02,2020-02-21,09:22:41,113,tower90,WAWA,9
OG6WSZ4Y,9B0R7O7F,2020-02-21,09:31:15,109,tower99,KPENDJAL-OUEST,9
PUUV28Y3,HDXVWMQ5,2020-02-21,09:40:15,108,tower61,LOME COMMUNE,9
9QZ0HCVE,IDXIWF9Y,2020-02-21,09:42:59,105,tower53,LOME COMMUNE,9
XAJI0Y6D,N8HKPIK4,2020-02-21,09:44:55,104,tower56,LOME COMMUNE,9
CPIQJ5U0,QNE5AS6C,2020-02-21,09:47:07,97,tower38,GOLFE,9
HNHOUXJM,FQ1Z0P2T,2020-02-21,09:47:53,71,tower71,OGOU,9
N8HKPIK4,IDOFCO72,2020-02-21,10:01:39,126,tower36,GOLFE,10
HDXVWMQ5,FRS832YF,2020-02-21,10:06:19,87,tower36,GOLFE,10
3H7ROWGG,TM4KSMO9,2020-02-21,10:32:30,88,tower14,AKEBOU,10
OHGI1JNY,TEKPAR8P,2020-02-21,10:35:17,107,tower12,AGOU,10
7G2T9TPC,UYRRM4JD,2020-02-21,10:45:56,65,tower78,TCHAMBA,10
GXMHRRRQ,3H7ROWGG,2020-02-21,11:02:41,102,tower90,WAWA,11
TEKPAR8P,4SEEL57M,2020-02-21,11:13:33,88,tower71,OGOU,11
8A0F9A5Y,CPIQJ5U0,2020-02-21,11:33:52,110,tower61,LOME COMMUNE,11
OW8BY9KD,CJEB2UOC,2020-02-21,11:38:43,66,tower82,TCHAOUDJO,11
S38K1ZXD,OG6WSZ4Y,2020-02-21,11:45:22,149,tower93,ZIO,11
S38K1ZXD,6HEE149Y,2020-02-21,11:47:52,85,tower33,GOLFE,11
QK6RD0CH,3H7ROWGG,2020-02-21,11:58:48,119,tower50,KPENDJAL,11
FWGZVNWU,OHGI1JNY,2020-02-21,12:32:18,75,tower42,GOLFE,12
06BA9LHR,TM4KSMO9,2020-02-21,12:37:27,68,tower97,OTI-SUD,12
9B0R7O7F,DZX7JJ0X,2020-02-21,12:46:09,123,tower33,GOLFE,12
W6QZ7S00,SG8WV7D2,2020-02-21,13:13:12,49,tower29,DOUFELGOU,13
HWD6GQ16,FG4TKMTL,2020-02-21,13:21:45,124,tower63,LOME COMMUNE,13
536AAL2Y,3D70JPBF,2020-02-21,13:47:19,157,tower62,LOME COMMUNE,13
RJWIR8DL,BZFQY2QR,2020-02-21,14:06:38,91,tower5,AGOE-NYIVE,14
6HEE149Y,LUJ3QL62,2020-02-21,14:10:26,97,tower65,LOME COMMUNE,14
7G2T9TPC,HDXVWMQ5,2020-02-21,14:27:55,83,tower83,TCHAOUDJO,14
BDOD6BTL,EW1CU6MB,2020-02-21,14:52:01,103,tower38,GOLFE,14
L1DKO6MV,GXMHRRRQ,2020-02-21,14:58:59,74,tower88,TCHAOUDJO,14
IU9XRLE9,OG6WSZ4Y,2020-02-21,14:59:56,97,tower48,KOZAH,14
NIF6UYTN,23RJAXQ1,2020-02-21,15:07:48,95,tower75,SOTOUBOUA,15
L98725AW,6KQE9FYV,2020-02-21,15:11:50,91,tower86,TCHAOUDJO,15
JTZ8NTNT,YDW44SWN,2020-02-21,15:29:30,70,tower100,PLAINE DU MO,15
QQ8Z3DOV,W02707BQ,2020-02-21,15:30:09,105,tower27,DANYI,15
BWUDB7OK,Q5BK8XEM,2020-02-21,15:32:25,132,tower7,AGOE-NYIVE,15
HWD6GQ16,LWA939JH,2020-02-21,15:35:43,98,tower89,VO,15
B5ZATI54,Y2SSO9KF,2020-02-21,15:40:50,96,tower93,ZIO,15
FQ1Z0P2T,HNHOUXJM,2020-02-21,15:54:34,77,tower88,TCHAOUDJO,15
Q5BK8XEM,R4DNBXGL,2020-02-21,16:05:30,81,tower98,KPENDJAL-OUEST,16
N74H5WB8,V2J558WL,2020-02-21,16:21:02,97,tower15,ANIE,16
OK4PTTMX,536AAL2Y,2020-02-21,16:46:45,117,tower19,BASSAR,16
OT5GIBEA,Z6A73C32,2020-02-21,17:05:33,99,tower1,AGOE-NYIVE,17
FRS832YF,LWA939JH,2020-02-21,17:22:55,64,tower0,AGOE-NYIVE,17
EW1CU6MB,UPUH33XF,2020-02-21,17:29:05,82,tower54,LOME COMMUNE,17
QPB1YYRY,S38K1ZXD,2020-02-21,17:42:38,80,tower16,ANIE,17
RU3LLYRM,7ISEBFWJ,2020-02-21,18:02:10,98,tower22,BINAH,18
OG6WSZ4Y,RR13MTWZ,2020-02-21,18:02:53,88,tower98,KPENDJAL-OUEST,18
JTZ8NTNT,B5ZATI54,2020-02-21,18:04:26,97,tower100,PLAINE DU MO,18
UYRRM4JD,VF8PQW02,2020-02-21,18:12:44,116,tower70,OGOU,18
BWUDB7OK,0706DUPJ,2020-02-21,18:32:28,76,tower40,GOLFE,18
NRPQOXJW,Z4G9GYD1,2020-02-21,18:34:55,45,tower33,GOLFE,18
UHX8BQMK,HWD6GQ16,2020-02-21,18:36:41,119,tower42,GOLFE,18
OG6WSZ4Y,EEVGEQPH,2020-02-21,18:40:07,90,tower99,KPENDJAL-OUEST,18
CJEB2UOC,SJ02XAIM,2020-02-21,18:57:01,88,tower81,TCHAOUDJO,18
CO9IM36S,64BII0RU,2020-02-21,19:03:42,133,tower81,TCHAOUDJO,19
FQ1Z0P2T,QPB1YYRY,2020-02-21,19:03:59,117,tower79,TCHAOUDJO,19
ITNVWCA4,QNE5AS6C,2020-02-21,19:10:14,117,tower33,GOLFE,19
8TG8O2BF,5OV4ISV8,2020-02-21,20:09:47,50,tower32,EST-MONO,20
L98725AW,JRCMCAKE,2020-02-21,20:29:37,77,tower87,TCHAOUDJO,20
9QZ0HCVE,TV465N8P,2020-02-21,20:34:32,36,tower55,LOME COMMUNE,20
BDOD6BTL,DVO6WS7K,2020-02-21,20:59:07,82,tower38,GOLFE,20
1DJTB0AG,EW1CU6MB,2020-02-21,21:11:54,44,tower9,AGOE-NYIVE,21
QU7QSVGS,FG4TKMTL,2020-02-21,21:17:56,47,tower34,GOLFE,21
H3N42UUB,8TG8O2BF,2020-02-21,21:23:55,118,tower49,KPELE,21
BZFQY2QR,BDOD6BTL,2020-02-21,21:30:21,96,tower89,VO,21
UHX8BQMK,MPQMSOBP,2020-02-21,21:31:13,132,tower53,LOME COMMUNE,21
LUJ3QL62,AZT67X0T,2020-02-21,21:40:10,129,tower52,LOME COMMUNE,21
ITNVWCA4,2B4LACSW,2020-02-21,21:45:17,83,tower63,LOME COMMUNE,21
OHGI1JNY,QPB1YYRY,2020-02-21,21:57:04,77,tower93,ZIO,21
OT5GIBEA,VF8PQW02,2020-02-21,21:58:01,46,tower51,LACS,21
JTZ8NTNT,CV9F4FO6,2020-02-21,22:02:23,112,tower76,SOTOUBOUA,22
OHGI1JNY,C18O8PW7,2020-02-21,22:13:58,108,tower3,AGOE-NYIVE,22
I8EZDI9H,3H7ROWGG,2020-02-21,22:20:26,79,tower60,LOME COMMUNE,22
6EUR8NQU,QK6RD0CH,2020-02-21,22:31:50,83,tower80,TCHAOUDJO,22
TV465N8P,QPB1YYRY,2020-02-21,22:39:20,87,tower72,OGOU,22
W6QZ7S00,CO9IM36S,2020-02-21,22:47:27,107,tower29,DOUFELGOU,22
NIF6UYTN,IDOFCO72,2020-02-21,23:08:44,82,tower102,PLAINE DU MO,23
OHGI1JNY,V2J558WL,2020-02-21,23:09:31,84,tower93,ZIO,23
L98725AW,YWUR3EKV,2020-02-21,23:14:51,105,tower80,TCHAOUDJO,23
H3N42UUB,6HEE149Y,2020-02-21,23:16:12,112,tower63,LOME COMMUNE,23
OHGI1JNY,4SEEL57M,2020-02-21,23:35:48,97,tower5,AGOE-NYIVE,23
5OV4ISV8,DGYF840Q,2020-02-21,23:44:04,102,tower101,PLAINE DU MO,23
RU3LLYRM,TV465N8P,2020-02-22,00:13:24,116,tower47,KOZAH,0
I8EZDI9H,E35NJHCH,2020-02-22,00:14:46,133,tower37,GOLFE,0
850ILZ3A,RU3LLYRM,2020-02-22,00:22:09,137,tower38,GOLFE,0
N74H5WB8,TEZK7G1F,2020-02-22,00:33:53,134,tower67,MOYEN-MONO,0
W02707BQ,6I3K0MVW,2020-02-22,00:39:06,34,tower70,OGOU,0
6I3K0MVW,SVK701Q4,2020-02-22,00:39:34,82,tower54,LOME COMMUNE,0
L98725AW,UW3JX66G,2020-02-22,00:50:28,76,tower80,TCHAOUDJO,0
CJEB2UOC,BZFQY2QR,2020-02-22,00:54:53,125,tower84,TCHAOUDJO,0
H3N42UUB,JTZ8NTNT,2020-02-22,00:57:01,160,tower57,LOME COMMUNE,0
3D70JPBF,HDXVWMQ5,2020-02-22,01:08:00,90,tower55,LOME COMMUNE,1
FRS832YF,Z4G9GYD1,2020-02-22,01:15:05,103,tower57,LOME COMMUNE,1
7G8IQ6MS,IFOFOESU,2020-02-22,01:22:37,102,tower100,PLAINE DU MO,1
XAJI0Y6D,BDOD6BTL,2020-02-22,01:34:44,116,tower38,GOLFE,1
3H7ROWGG,DGYF840Q,2020-02-22,01:39:17,83,tower35,GOLFE,1
0706DUPJ,4SEEL57M,2020-02-22,01:40:30,117,tower36,GOLFE,1
W6QZ7S00,1S9T7ERF,2020-02-22,01:42:32,117,tower44,KERAN,1
3VZAX0RR,C18O8PW7,2020-02-22,01:42:59,109,tower9,AGOE-NYIVE,1
8A0F9A5Y,IU9XRLE9,2020-02-22,01:47:46,135,tower63,LOME COMMUNE,1
CO9IM36S,TV465N8P,2020-02-22,01:55:58,84,tower32,EST-MONO,1
TEKPAR8P,DVO6WS7K,2020-02-22,01:59:48,116,tower14,AKEBOU,1
3D70JPBF,9QZ0HCVE,2020-02-22,02:06:52,83,tower34,GOLFE,2
TEKPAR8P,RJWIR8DL,2020-02-22,02:11:43,158,tower14,AKEBOU,2
FQ1Z0P2T,7G2T9TPC,2020-02-22,02:13:30,122,tower83,TCHAOUDJO,2
FQ1Z0P2T,IFOFOESU,2020-02-22,02:13:58,86,tower75,SOTOUBOUA,2
OW8BY9KD,LUJ3QL62,2020-02-22,02:17:30,72,tower18,ASSOLI,2
UW3JX66G,UH87QXHH,2020-02-22,02:43:58,72,tower27,DANYI,2
L1DKO6MV,RR13MTWZ,2020-02-22,03:06:55,82,tower88,TCHAOUDJO,3
LFXCTNCS,W6QZ7S00,2020-02-22,03:14:48,109,tower46,KLOTO,3
536AAL2Y,YDW44SWN,2020-02-22,03:18:32,109,tower63,LOME COMMUNE,3
IFOFOESU,H3N42UUB,2020-02-22,03:21:45,81,tower60,LOME COMMUNE,3
SG8WV7D2,GQZH5IFP,2020-02-22,03:23:14,81,tower16,ANIE,3
FQ1Z0P2T,D8F040KM,2020-02-22,03:26:28,86,tower87,TCHAOUDJO,3
I8EZDI9H,FRS832YF,2020-02-22,03:41:38,104,tower60,LOME COMMUNE,3
Z6A73C32,L1DKO6MV,2020-02-22,03:49:36,88,tower32,EST-MONO,3
6HEE149Y,FQ1Z0P2T,2020-02-22,03:54:40,93,tower94,ZIO,3
IU9XRLE9,LFXCTNCS,2020-02-22,04:05:22,68,tower84,TCHAOUDJO,4
UHX8BQMK,XZ8HC3LN,2020-02-22,04:17:17,110,tower65,LOME COMMUNE,4
IDXIWF9Y,RXXFANJ3,2020-02-22,04:20:43,128,tower41,GOLFE,4
FQ1Z0P2T,FG4TKMTL,2020-02-22,04:21:59,59,tower83,TCHAOUDJO,4
LFXCTNCS,HDXVWMQ5,2020-02-22,04:43:38,139,tower4,AGOE-NYIVE,4
HNHOUXJM,FRS832YF,2020-02-22,05:07:15,82,tower72,OGOU,5
TEZK7G1F,64BII0RU,2020-02-22,05:09:52,71,tower77,TANDJOARE,5
5OV4ISV8,I78A4ZYA,2020-02-22,05:12:04,99,tower100,PLAINE DU MO,5
COD1SBB0,Z6A73C32,2020-02-22,05:38:43,55,tower98,KPENDJAL-OUEST,5
8A0F9A5Y,EEVGEQPH,2020-02-22,05:59:33,86,tower10,AGOU,5
R4DNBXGL,I78A4ZYA,2020-02-22,06:02:48,101,tower74,OTI,6
BWUDB7OK,6Y16JW65,2020-02-22,06:08:13,106,tower38,GOLFE,6
FMFIYFMH,6HEE149Y,2020-02-22,06:09:10,105,tower71,OGOU,6
R4DNBXGL,GXMHRRRQ,2020-02-22,06:13:50,86,tower99,KPENDJAL-OUEST,6
DVO6WS7K,DVO6WS7K,2020-02-22,06:18:26,71,tower19,BASSAR,6
FG4TKMTL,6I3K0MVW,2020-02-22,06:19:51,101,tower77,TANDJOARE,6
HNHOUXJM,TM4KSMO9,2020-02-22,06:22:57,48,tower67,MOYEN-MONO,6
I8EZDI9H,0706DUPJ,2020-02-22,06:24:13,84,tower41,GOLFE,6
0706DUPJ,T105K8U0,2020-02-22,06:28:22,89,tower60,LOME COMMUNE,6
TEZK7G1F,IDOFCO72,2020-02-22,06:36:46,103,tower99,KPENDJAL-OUEST,6
0HHVC11B,3D70JPBF,2020-02-22,06:40:55,67,tower76,SOTOUBOUA,6
4SEEL57M,7N3IRJTC,2020-02-22,06:56:15,109,tower91,WAWA,6
IU9XRLE9,N6OH31ZA,2020-02-22,07:26:33,121,tower84,TCHAOUDJO,7
SVK701Q4,JYY4GIFI,2020-02-22,07:46:56,128,tower81,TCHAOUDJO,7
MPQMSOBP,Q5BK8XEM,2020-02-22,08:23:58,15,tower82,TCHAOUDJO,8
N74H5WB8,0HHVC11B,2020-02-22,08:41:16,92,tower95,AMOU,8
JRCMCAKE,FRS832YF,2020-02-22,08:47:12,116,tower26,DANKPEN,8
DZX7JJ0X,LUJ3QL62,2020-02-22,08:48:16,70,tower82,TCHAOUDJO,8
NIF6UYTN,I8EZDI9H,2020-02-22,09:01:31,123,tower83,TCHAOUDJO,9
XAJI0Y6D,8FA9GEXM,2020-02-22,09:11:48,127,tower41,GOLFE,9
8TG8O2BF,UW3JX66G,2020-02-22,09:13:03,109,tower31,EST-MONO,9
DVO6WS7K,FMFIYFMH,2020-02-22,09:18:47,112,tower47,KOZAH,9
88CD40YL,IDOFCO72,2020-02-22,09:21:53,104,tower16,ANIE,9
9QZ0HCVE,1DJTB0AG,2020-02-22,09:25:33,105,tower36,GOLFE,9
BWUDB7OK,YDW44SWN,2020-02-22,09:42:33,90,tower92,YOTO,9
6HEE149Y,FQ1Z0P2T,2020-02-22,09:43:49,146,tower2,AGOE-NYIVE,9
UPUH33XF,GQZH5IFP,2020-02-22,09:49:22,131,tower42,GOLFE,9
OK4PTTMX,AEOYEEI1,2020-02-22,09:52:27,97,tower74,OTI,9
6KQE9FYV,YWUR3EKV,2020-02-22,09:53:15,82,tower44,KERAN,9
6RUMEMGE,6EUR8NQU,2020-02-22,10:00:13,78,tower23,BLITTA,10
S38K1ZXD,EW1CU6MB,2020-02-22,10:19:12,102,tower43,HAHO,10
RXWZ61FH,T105K8U0,2020-02-22,10:33:16,170,tower82,TCHAOUDJO,10
N6OH31ZA,FYWRH23S,2020-02-22,10:33:42,52,tower5,AGOE-NYIVE,10
7G8IQ6MS,C18O8PW7,2020-02-22,10:34:19,93,tower101,PLAINE DU MO,10
LFXCTNCS,0706DUPJ,2020-02-22,10:51:23,92,tower8,AGOE-NYIVE,10
CHK6RZDS,6RUMEMGE,2020-02-22,10:56:33,124,tower44,KERAN,10
NIF6UYTN,L1DKO6MV,2020-02-22,11:00:36,145,tower81,TCHAOUDJO,11
COD1SBB0,0HHVC11B,2020-02-22,11:00:44,116,tower97,OTI-SUD,11
OG6WSZ4Y,JTZ8NTNT,2020-02-22,11:25:46,125,tower98,KPENDJAL-OUEST,11
RU3LLYRM,AEOYEEI1,2020-02-22,11:43:47,99,tower48,KOZAH,11
SB2GZAJU,V2J558WL,2020-02-22,11:45:14,72,tower0,AGOE-NYIVE,11
JTZ8NTNT,1DJTB0AG,2020-02-22,12:01:11,100,tower85,TCHAOUDJO,12
UYRRM4JD,QU7QSVGS,2020-02-22,12:09:00,77,tower31,EST-MONO,12
41PJSO2K,GQZH5IFP,2020-02-22,12:12:33,101,tower39,GOLFE,12
4SEEL57M,L98725AW,2020-02-22,12:13:18,134,tower27,DANYI,12
LUJ3QL62,OG6WSZ4Y,2020-02-22,12:20:26,104,tower62,LOME COMMUNE,12
41PJSO2K,TEKPAR8P,2020-02-22,12:24:42,116,tower41,GOLFE,12
3D70JPBF,HDXVWMQ5,2020-02-22,12:33:31,65,tower7,AGOE-NYIVE,12
DVO6WS7K,0706DUPJ,2020-02-22,12:47:49,119,tower47,KOZAH,12
H3N42UUB,8FA9GEXM,2020-02-22,12:55:14,57,tower60,LOME COMMUNE,12
536AAL2Y,UYRRM4JD,2020-02-22,13:07:37,84,tower61,LOME COMMUNE,13
JTZ8NTNT,SQUN4FQ1,2020-02-22,13:08:46,89,tower102,PLAINE DU MO,13
E35NJHCH,SJ02XAIM,2020-02-22,13:15:52,85,tower16,ANIE,13
T105K8U0,LFXCTNCS,2020-02-22,13:25:36,87,tower28,DANYI,13
6HEE149Y,RWO7A9Z2,2020-02-22,13:28:53,95,tower41,GOLFE,13
06BA9LHR,LWA939JH,2020-02-22,13:47:12,74,tower97,OTI-SUD,13
N6OH31ZA,SJ02XAIM,2020-02-22,14:01:14,58,tower63,LOME COMMUNE,14
TV465N8P,XP0CZNVG,2020-02-22,14:07:08,104,tower72,OGOU,14
L98725AW,TV465N8P,2020-02-22,14:10:38,68,tower79,TCHAOUDJO,14
IU9XRLE9,CV9MTN0Y,2020-02-22,14:13:49,53,tower18,ASSOLI,14
CHK6RZDS,PUUV28Y3,2020-02-22,14:26:23,89,tower48,KOZAH,14
XAJI0Y6D,RXWZ61FH,2020-02-22,14:37:32,68,tower40,GOLFE,14
850ILZ3A,RU3LLYRM,2020-02-22,14:39:14,90,tower41,GOLFE,14
UHX8BQMK,HNHOUXJM,2020-02-22,14:39:56,131,tower41,GOLFE,14
LFXCTNCS,Z4G9GYD1,2020-02-22,14:44:33,102,tower34,GOLFE,14
CJEB2UOC,DZX7JJ0X,2020-02-22,14:48:42,101,tower78,TCHAMBA,14
3H7ROWGG,FWGZVNWU,2020-02-22,15:01:06,69,tower15,ANIE,15
LWA939JH,9B0R7O7F,2020-02-22,15:05:17,138,tower41,GOLFE,15
B5ZATI54,DVO6WS7K,2020-02-22,15:08:53,108,tower46,KLOTO,15
3H7ROWGG,QK6RD0CH,2020-02-22,15:10:01,118,tower1,AGOE-NYIVE,15
JRCMCAKE,GXMHRRRQ,2020-02-22,15:10:42,151,tower26,DANKPEN,15
I78A4ZYA,CO9IM36S,2020-02-22,15:17:25,120,tower57,LOME COMMUNE,15
7ISEBFWJ,KQTDS8US,2020-02-22,15:21:53,102,tower0,AGOE-NYIVE,15
CJEB2UOC,L1DKO6MV,2020-02-22,15:29:01,136,tower81,TCHAOUDJO,15
E35NJHCH,L98725AW,2020-02-22,15:29:41,140,tower13,AKEBOU,15
COD1SBB0,M3MCR0YC,2020-02-22,15:38:36,165,tower99,KPENDJAL-OUEST,15
FG4TKMTL,QK6RD0CH,2020-02-22,16:12:06,50,tower74,OTI,16
LUJ3QL62,FWGZVNWU,2020-02-22,16:27:03,99,tower66,LOME COMMUNE,16
41PJSO2K,8TG8O2BF,2020-02-22,16:35:54,116,tower40,GOLFE,16
OHGI1JNY,L98725AW,2020-02-22,16:41:20,103,tower66,LOME COMMUNE,16
QQ8Z3DOV,M3MCR0YC,2020-02-22,16:56:52,66,tower91,WAWA,16
UTP1PFWB,AZT67X0T,2020-02-22,17:02:42,46,tower91,WAWA,17
3VZAX0RR,RJWIR8DL,2020-02-22,17:03:33,111,tower89,VO,17
L98725AW,CV9MTN0Y,2020-02-22,17:14:05,56,tower17,ASSOLI,17
EW1CU6MB,Z6A73C32,2020-02-22,17:19:56,132,tower40,GOLFE,17
OG6WSZ4Y,4SEEL57M,2020-02-22,17:43:54,66,tower73,OTI,17
SVK701Q4,SG8WV7D2,2020-02-22,17:49:21,96,tower85,TCHAOUDJO,17
TEKPAR8P,QU7QSVGS,2020-02-22,18:06:50,114,tower14,AKEBOU,18
5OV4ISV8,850ILZ3A,2020-02-22,18:15:39,86,tower102,PLAINE DU MO,18
6I3K0MVW,8A0F9A5Y,2020-02-22,18:17:55,113,tower60,LOME COMMUNE,18
QPB1YYRY,JTZ8NTNT,2020-02-22,18:21:14,106,tower95,AMOU,18
2B4LACSW,ISF3IT7O,2020-02-22,18:22:00,96,tower52,LOME COMMUNE,18
N74H5WB8,IDOFCO72,2020-02-22,18:32:08,121,tower96,AMOU,18
NRPQOXJW,N6OH31ZA,2020-02-22,18:51:38,120,tower58,LOME COMMUNE,18
M3MCR0YC,FG4TKMTL,2020-02-22,18:56:05,102,tower0,AGOE-NYIVE,18
IDOFCO72,6I3K0MVW,2020-02-22,18:57:09,74,tower28,DANYI,18
BDOD6BTL,YDGVL625,2020-02-22,19:15:02,87,tower11,AGOU,19
DVO6WS7K,N74H5WB8,2020-02-22,19:19:10,59,tower22,BINAH,19
H3N42UUB,W02707BQ,2020-02-22,20:19:32,105,tower55,LOME COMMUNE,20
6EUR8NQU,2LI3ERUW,2020-02-22,20:21:47,112,tower19,BASSAR,20
GXMHRRRQ,CV9MTN0Y,2020-02-22,20:22:58,56,tower90,WAWA,20
GXMHRRRQ,QQ8Z3DOV,2020-02-22,20:32:43,144,tower91,WAWA,20
W6QZ7S00,OO66L484,2020-02-22,20:37:44,69,tower47,KOZAH,20
3D70JPBF,T105K8U0,2020-02-22,20:41:04,120,tower8,AGOE-NYIVE,20
NIF6UYTN,CPIQJ5U0,2020-02-22,20:47:26,104,tower76,SOTOUBOUA,20
H3N42UUB,6KQE9FYV,2020-02-22,20:58:06,123,tower40,GOLFE,20
4SEEL57M,SJ02XAIM,2020-02-22,21:04:32,83,tower91,WAWA,21
RJWIR8DL,HWD6GQ16,2020-02-22,21:07:44,115,tower64,LOME COMMUNE,21
8A0F9A5Y,UW3JX66G,2020-02-22,21:14:09,59,tower40,GOLFE,21
BZFQY2QR,MPQMSOBP,2020-02-22,21:39:27,112,tower69,MOYEN-MONO,21
XAJI0Y6D,R4DNBXGL,2020-02-22,22:02:00,112,tower60,LOME COMMUNE,22
RU3LLYRM,AEOYEEI1,2020-02-22,22:05:06,115,tower22,BINAH,22
N6OH31ZA,N8HKPIK4,2020-02-22,22:05:35,108,tower92,YOTO,22
XAJI0Y6D,LWA939JH,2020-02-22,22:13:40,83,tower10,AGOU,22
QNE5AS6C,BVAS9K9W,2020-02-22,22:23:27,122,tower101,PLAINE DU MO,22
EW1CU6MB,OG6WSZ4Y,2020-02-22,22:28:06,111,tower61,LOME COMMUNE,22
6I3K0MVW,6HEE149Y,2020-02-22,22:43:04,98,tower60,LOME COMMUNE,22
Q5BK8XEM,UW3JX66G,2020-02-22,23:01:14,89,tower97,OTI-SUD,23
6RUMEMGE,DVO6WS7K,2020-02-22,23:21:11,80,tower75,SOTOUBOUA,23
IU9XRLE9,Q5BK8XEM,2020-02-22,23:27:18,69,tower18,ASSOLI,23
T105K8U0,8A0F9A5Y,2020-02-22,23:27:27,90,tower11,AGOU,23
3VZAX0RR,TEZK7G1F,2020-02-22,23:33:01,128,tower41,GOLFE,23
RR13MTWZ,KSUQVRSH,2020-02-22,23:35:42,86,tower68,MOYEN-MONO,23
ITNVWCA4,CO9IM36S,2020-02-22,23:36:39,56,tower66,LOME COMMUNE,23
N74H5WB8,OO66L484,2020-02-22,23:49:14,95,tower71,OGOU,23
SB2GZAJU,UW3JX66G,2020-02-22,23:51:34,83,tower93,ZIO,23
IDOFCO72,06BA9LHR,2020-02-22,23:57:13,91,tower27,DANYI,23
6Y16JW65,BVAS9K9W,2020-02-23,00:00:58,78,tower100,PLAINE DU MO,0
CHK6RZDS,UW3JX66G,2020-02-23,00:20:49,119,tower44,KERAN,0
Q5BK8XEM,RXXFANJ3,2020-02-23,00:22:50,75,tower24,CINKASSE,0
FRS832YF,LUJ3QL62,2020-02-23,00:35:51,142,tower1,AGOE-NYIVE,0
EEVGEQPH,XZ8HC3LN,2020-02-23,01:15:53,106,tower101,PLAINE DU MO,1
KSUQVRSH,OO66L484,2020-02-23,01:17:04,115,tower97,OTI-SUD,1
41PJSO2K,QPB1YYRY,2020-02-23,01:24:23,56,tower61,LOME COMMUNE,1
CJEB2UOC,IDOFCO72,2020-02-23,01:31:17,113,tower17,ASSOLI,1
1DJTB0AG,5M28L1MF,2020-02-23,01:37:24,107,tower36,GOLFE,1
QQ8Z3DOV,IFOFOESU,2020-02-23,01:38:53,100,tower46,KLOTO,1
IU9XRLE9,AEOYEEI1,2020-02-23,02:20:32,64,tower87,TCHAOUDJO,2
6HEE149Y,BWUDB7OK,2020-02-23,02:51:59,85,tower55,LOME COMMUNE,2
I78A4ZYA,6HEE149Y,2020-02-23,02:53:56,141,tower57,LOME COMMUNE,2
NIF6UYTN,LUJ3QL62,2020-02-23,02:55:53,92,tower75,SOTOUBOUA,2
7G2T9TPC,CV9MTN0Y,2020-02-23,03:04:39,131,tower17,ASSOLI,3
1DJTB0AG,7ISEBFWJ,2020-02-23,03:16:27,76,tower41,GOLFE,3
OT5GIBEA,6HEE149Y,2020-02-23,03:29:55,117,tower39,GOLFE,3
7G8IQ6MS,UTP1PFWB,2020-02-23,03:36:29,122,tower100,PLAINE DU MO,3
IDOFCO72,3D70JPBF,2020-02-23,03:37:02,86,tower95,AMOU,3
LUJ3QL62,SQUN4FQ1,2020-02-23,03:37:29,125,tower54,LOME COMMUNE,3
QQ8Z3DOV,Z4G9GYD1,2020-02-23,03:50:18,67,tower28,DANYI,3
IDXIWF9Y,AEOYEEI1,2020-02-23,03:52:05,115,tower7,AGOE-NYIVE,3
OK4PTTMX,HWD6GQ16,2020-02-23,04:03:00,120,tower99,KPENDJAL-OUEST,4
UTP1PFWB,OT5GIBEA,2020-02-23,04:27:48,85,tower95,AMOU,4
OG6WSZ4Y,Z6A73C32,2020-02-23,04:42:40,141,tower20,BASSAR,4
OG6WSZ4Y,06BA9LHR,2020-02-23,04:43:37,45,tower97,OTI-SUD,4
SG8WV7D2,23RJAXQ1,2020-02-23,04:47:09,101,tower16,ANIE,4
Q5BK8XEM,850ILZ3A,2020-02-23,04:58:57,117,tower24,CINKASSE,4
8A0F9A5Y,RXWZ61FH,2020-02-23,05:21:40,115,tower56,LOME COMMUNE,5
9QZ0HCVE,RJWIR8DL,2020-02-23,05:31:48,104,tower0,AGOE-NYIVE,5
1DJTB0AG,RU3LLYRM,2020-02-23,05:32:53,59,tower7,AGOE-NYIVE,5
850ILZ3A,JYY4GIFI,2020-02-23,05:35:50,133,tower37,GOLFE,5
TEKPAR8P,3VZAX0RR,2020-02-23,05:38:03,143,tower14,AKEBOU,5
3VZAX0RR,786DVPTE,2020-02-23,05:39:09,47,tower40,GOLFE,5
RR13MTWZ,Y2SSO9KF,2020-02-23,06:07:29,141,tower68,MOYEN-MONO,6
UYRRM4JD,RJWIR8DL,2020-02-23,06:17:51,62,tower16,ANIE,6
YDGVL625,V2J558WL,2020-02-23,06:38:25,95,tower25,DANKPEN,6
8A0F9A5Y,RXWZ61FH,2020-02-23,06:44:52,130,tower40,GOLFE,6
64BII0RU,YDW44SWN,2020-02-23,06:58:55,96,tower8,AGOE-NYIVE,6
B5ZATI54,FYWRH23S,2020-02-23,07:03:16,104,tower39,GOLFE,7
